GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JabRef,org.jabref.logic.cleanup,FieldFormatterCleanup,26,187,4,24,4,43,6,18,2,8
JabRef,org.jabref.logic.cleanup,TimeStampToCreationDate,8,132,4,4,4,24,4,4,0,4
JabRef,org.jabref.logic.cleanup,MoveFieldCleanup,0,41,0,0,0,8,0,3,0,3
JabRef,org.jabref.gui.preferences.entryeditortabs,CustomEditorFieldsTabViewModel,168,0,8,0,39,0,10,0,6,0
JabRef,org.jabref.gui.preferences.entryeditortabs,CustomEditorFieldsTab,54,0,0,0,13,0,4,0,4,0
JabRef,org.jabref.gui.search,SearchResultsTable,114,0,4,0,24,0,8,0,6,0
JabRef,org.jabref.gui.search,GlobalSearchResultDialogViewModel,36,0,0,0,9,0,3,0,3,0
JabRef,org.jabref.gui.search,SearchTextField,19,0,0,0,5,0,2,0,2,0
JabRef,org.jabref.gui.search,SearchResultsTableDataModel,116,0,2,0,19,0,9,0,8,0
JabRef,org.jabref.gui.search,GlobalSearchResultDialog,159,0,4,0,31,0,7,0,5,0
JabRef,org.jabref.gui.search,GlobalSearchBar.SearchPopupSkin,142,0,9,0,32,0,13,0,8,0
JabRef,org.jabref.gui.search,SearchResultsTablePersistenceVisualState,63,0,0,0,16,0,7,0,7,0
JabRef,org.jabref.gui.search,SearchDisplayMode,60,0,0,0,9,0,8,0,8,0
JabRef,org.jabref.gui.search,RebuildFulltextSearchIndexAction,120,0,8,0,33,0,9,0,5,0
JabRef,org.jabref.gui.search,GlobalSearchBar,895,0,28,0,195,0,42,0,28,0
JabRef,org.jabref.model.metadata.event,MetaDataChangedEvent,3,6,0,0,1,3,1,1,1,1
JabRef,org.jabref.logic.pdf,PdfAnnotationImporter,28,239,8,24,8,46,7,15,0,6
JabRef,org.jabref.logic.pdf,FileAnnotationCache.new CacheLoader() {...},19,0,0,0,2,0,2,0,2,0
JabRef,org.jabref.logic.pdf,EntryAnnotationImporter,1,67,1,3,0,13,1,7,0,6
JabRef,org.jabref.logic.pdf,FileAnnotationCache,61,0,0,0,11,0,5,0,5,0
JabRef,org.jabref.logic.pdf,TextExtractor,19,139,3,3,5,27,2,5,0,4
JabRef,org.jabref.logic.undo,UndoRedoEvent,7,0,0,0,2,0,1,0,1,0
JabRef,org.jabref.logic.undo,AddUndoableActionEvent,7,0,0,0,2,0,1,0,1,0
JabRef,org.jabref.logic.undo,UndoChangeEvent,27,0,0,0,10,0,5,0,5,0
JabRef,org.jabref.logic.importer.fetcher.transformers,IEEEQueryTransformer,4,97,1,7,1,21,1,17,0,14
JabRef,org.jabref.logic.importer.fetcher.transformers,DefaultLuceneQueryTransformer,24,5,0,0,6,2,6,2,6,2
JabRef,org.jabref.logic.importer.fetcher.transformers,DefaultQueryTransformer,0,18,0,0,0,7,0,7,0,7
JabRef,org.jabref.logic.importer.fetcher.transformers,YearRangeByFilteringQueryTransformer,0,30,0,4,0,5,0,6,0,4
JabRef,org.jabref.logic.importer.fetcher.transformers,ZbMathQueryTransformer,6,30,0,0,2,8,2,8,2,8
JabRef,org.jabref.logic.importer.fetcher.transformers,ResearchGateQueryTransformer,21,0,0,0,8,0,8,0,8,0
JabRef,org.jabref.logic.importer.fetcher.transformers,DBLPQueryTransformer,0,25,0,0,0,9,0,8,0,8
JabRef,org.jabref.logic.importer.fetcher.transformers,AbstractQueryTransformer,55,263,11,29,13,56,10,29,1,15
JabRef,org.jabref.logic.importer.fetcher.transformers,ArXivQueryTransformer,16,30,0,0,3,8,1,8,1,8
JabRef,org.jabref.logic.importer.fetcher.transformers,ScholarQueryTransformer,0,30,0,0,0,9,0,7,0,7
JabRef,org.jabref.logic.importer.fetcher.transformers,JstorQueryTransformer,25,24,2,0,5,7,3,7,2,7
JabRef,org.jabref.logic.importer.fetcher.transformers,CollectionOfComputerScienceBibliographiesQueryTransformer,9,22,0,0,1,7,1,7,1,7
JabRef,org.jabref.logic.importer.fetcher.transformers,YearAndYearRangeByFilteringQueryTransformer,0,19,0,0,0,4,0,2,0,2
JabRef,org.jabref.logic.importer.fetcher.transformers,MedlineQueryTransformer,12,26,1,1,5,7,5,5,4,5
JabRef,org.jabref.logic.importer.fetcher.transformers,BiodiversityLibraryTransformer,14,3,0,0,7,1,7,1,7,1
JabRef,org.jabref.logic.importer.fetcher.transformers,SpringerQueryTransformer,9,24,0,0,1,7,1,7,1,7
JabRef,org.jabref.logic.importer.fetcher.transformers,GVKQueryTransformer,3,52,0,0,1,12,1,10,1,10
JabRef,org.jabref.logic.preferences,TimestampPreferences,29,34,0,0,10,9,8,3,8,3
JabRef,org.jabref.logic.preferences,OwnerPreferences,29,30,0,0,10,7,7,3,7,3
JabRef,org.jabref.logic.preferences,DOIPreferences,40,0,0,0,12,0,7,0,7,0
JabRef,org.jabref.logic.preferences,FetcherApiKey,51,0,0,0,14,0,8,0,8,0
JabRef,org.jabref.gui.linkedfile,AttachFileAction,134,0,4,0,36,0,7,0,5,0
JabRef,org.jabref.gui.linkedfile,LinkedFilesEditDialogViewModel,287,0,16,0,57,0,20,0,12,0
JabRef,org.jabref.gui.linkedfile,LinkedFileEditDialogView,98,0,2,0,21,0,5,0,4,0
JabRef,org.jabref.logic.importer.util,MetaDataParser,21,358,4,50,5,67,4,32,0,9
JabRef,org.jabref.logic.importer.util,JsonReader,13,40,1,3,4,9,2,3,1,2
JabRef,org.jabref.logic.importer.util,GrobidService.ConsolidateCitations,0,35,0,0,0,6,0,3,0,3
JabRef,org.jabref.logic.importer.util,GrobidService,5,119,3,9,1,30,3,7,0,4
JabRef,org.jabref.logic.importer.util,ShortDOIService,14,64,0,2,4,17,0,4,0,3
JabRef,org.jabref.logic.importer.util,INSPIREBibtexFilterReader,110,0,20,0,32,0,15,0,5,0
JabRef,org.jabref.logic.importer.util,ShortDOIServiceException,20,4,0,0,8,2,4,1,4,1
JabRef,org.jabref.logic.importer.util,FileFieldParser,48,289,7,55,10,53,8,27,1,3
JabRef,org.jabref.logic.importer.util,MediaTypes,3,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.logic.importer.util,IdentifierParser,39,5,9,1,12,2,8,1,3,1
JabRef,org.jabref.logic.importer.util,GroupsParser,114,554,12,46,22,121,12,30,0,13
JabRef,org.jabref.gui.errorconsole,ErrorConsoleViewModel,180,0,2,0,44,0,9,0,8,0
JabRef,org.jabref.gui.errorconsole,ErrorConsoleView,152,0,4,0,34,0,14,0,12,0
JabRef,org.jabref.gui.errorconsole,ErrorConsoleView.new ListCell() {...},120,0,4,0,19,0,4,0,2,0
JabRef,org.jabref.gui.errorconsole,LogEventViewModel,60,0,6,0,14,0,11,0,7,0
JabRef,org.jabref.logic.importer.fileformat.medline,CommentsCorrectionsList,11,3,2,0,3,1,2,1,1,1
JabRef,org.jabref.logic.importer.fileformat.medline,SupplMeshName,21,3,0,0,9,1,6,1,6,1
JabRef,org.jabref.logic.importer.fileformat.medline,ELocationID,20,9,2,0,9,3,5,3,4,3
JabRef,org.jabref.logic.importer.fileformat.medline,BookTitle,21,3,0,0,9,1,6,1,6,1
JabRef,org.jabref.logic.importer.fileformat.medline,ArtIdTypeInt,77,0,4,0,14,0,6,0,4,0
JabRef,org.jabref.logic.importer.fileformat.medline,SectionTitle,21,3,0,0,9,1,6,1,6,1
JabRef,org.jabref.logic.importer.fileformat.medline,History,11,3,2,0,3,1,2,1,1,1
JabRef,org.jabref.logic.importer.fileformat.medline,ItemList,21,0,2,0,7,0,5,0,4,0
JabRef,org.jabref.logic.importer.fileformat.medline,PubDate,23,15,0,0,11,5,6,5,6,5
JabRef,org.jabref.logic.importer.fileformat.medline,DeleteCitation,14,0,2,0,4,0,3,0,2,0
JabRef,org.jabref.logic.importer.fileformat.medline,Investigator,50,15,5,1,19,5,12,4,9,4
JabRef,org.jabref.logic.importer.fileformat.medline,URL,24,0,0,0,10,0,7,0,7,0
JabRef,org.jabref.logic.importer.fileformat.medline,Identifier,14,3,0,0,6,1,4,1,4,1
JabRef,org.jabref.logic.importer.fileformat.medline,PersonalNameSubjectList,5,9,1,1,1,3,1,2,0,2
JabRef,org.jabref.logic.importer.fileformat.medline,DateCreated,12,12,0,0,6,4,3,4,3,4
JabRef,org.jabref.logic.importer.fileformat.medline,PubmedBookData,25,6,0,0,11,2,7,2,7,2
JabRef,org.jabref.logic.importer.fileformat.medline,Text,0,14,0,2,0,4,0,3,0,2
JabRef,org.jabref.logic.importer.fileformat.medline,PubmedData,22,9,0,0,10,3,6,3,6,3
JabRef,org.jabref.logic.importer.fileformat.medline,DeleteDocument,14,0,2,0,4,0,3,0,2,0
JabRef,org.jabref.logic.importer.fileformat.medline,DataBankList,23,3,4,0,8,1,5,1,3,1
JabRef,org.jabref.logic.importer.fileformat.medline,PubStatusInt,105,0,4,0,18,0,6,0,4,0
JabRef,org.jabref.logic.importer.fileformat.medline,Author,60,12,6,0,23,4,14,4,11,4
JabRef,org.jabref.logic.importer.fileformat.medline,PubmedArticle,8,9,0,0,4,3,2,3,2,3
JabRef,org.jabref.logic.importer.fileformat.medline,Publisher,8,9,0,0,4,3,2,3,2,3
JabRef,org.jabref.logic.importer.fileformat.medline,ChemicalList,5,9,1,1,1,3,1,2,0,2
JabRef,org.jabref.logic.importer.fileformat.medline,ArticleTitle,21,3,0,0,9,1,6,1,6,1
JabRef,org.jabref.logic.importer.fileformat.medline,MeshHeading,4,17,0,2,2,5,1,4,1,3
JabRef,org.jabref.logic.importer.fileformat.medline,Book,66,47,2,4,28,15,17,12,15,11
JabRef,org.jabref.logic.importer.fileformat.medline,BookDocumentSet,21,0,2,0,7,0,5,0,4,0
JabRef,org.jabref.logic.importer.fileformat.medline,DescriptorName,30,6,2,0,13,2,8,2,7,2
JabRef,org.jabref.logic.importer.fileformat.medline,Param,10,0,0,0,4,0,3,0,3,0
JabRef,org.jabref.logic.importer.fileformat.medline,Section,22,6,2,0,8,2,5,2,4,2
JabRef,org.jabref.logic.importer.fileformat.medline,NameOfSubstance,11,6,0,0,5,2,3,2,3,2
JabRef,org.jabref.logic.importer.fileformat.medline,EndingDate,31,0,0,0,13,0,9,0,9,0
JabRef,org.jabref.logic.importer.fileformat.medline,MeshHeadingList,5,9,1,1,1,3,1,2,0,2
JabRef,org.jabref.logic.importer.fileformat.medline,PubmedBookArticle,8,9,0,0,4,3,2,3,2,3
JabRef,org.jabref.logic.importer.fileformat.medline,KeywordList,17,9,3,1,6,3,4,2,2,2
JabRef,org.jabref.logic.importer.fileformat.medline,BeginningDate,31,0,0,0,13,0,9,0,9,0
JabRef,org.jabref.logic.importer.fileformat.medline,ObjectFactory,1130,0,0,0,198,0,141,0,141,0
JabRef,org.jabref.logic.importer.fileformat.medline,CollectionTitle,21,3,0,0,9,1,6,1,6,1
JabRef,org.jabref.logic.importer.fileformat.medline,ArticleId,10,12,1,1,5,4,3,3,2,3
JabRef,org.jabref.logic.importer.fileformat.medline,BookDocument,104,49,8,4,40,15,24,13,20,11
JabRef,org.jabref.logic.importer.fileformat.medline,Abstract,9,12,1,1,3,4,2,3,1,3
JabRef,org.jabref.logic.importer.fileformat.medline,Pagination,5,9,1,1,1,3,1,2,0,2
JabRef,org.jabref.logic.importer.fileformat.medline,ContributionDate,19,12,0,0,9,4,5,4,5,4
JabRef,org.jabref.logic.importer.fileformat.medline,DateRevised,12,12,0,0,6,4,3,4,3,4
JabRef,org.jabref.logic.importer.fileformat.medline,Sections,5,9,1,1,1,3,1,2,0,2
JabRef,org.jabref.logic.importer.fileformat.medline,PublicationType,11,6,0,0,5,2,3,2,3,2
JabRef,org.jabref.logic.importer.fileformat.medline,AffiliationInfo,15,6,2,0,5,2,3,2,2,2
JabRef,org.jabref.logic.importer.fileformat.medline,ArticleDate,33,3,2,0,14,1,9,1,8,1
JabRef,org.jabref.logic.importer.fileformat.medline,IsoLanguageCodes,6,267,0,0,2,45,2,1,2,1
JabRef,org.jabref.logic.importer.fileformat.medline,PublicationTypeList,11,3,2,0,3,1,2,1,1,1
JabRef,org.jabref.logic.importer.fileformat.medline,PubmedBookArticleSet,5,9,1,1,1,3,1,2,0,2
JabRef,org.jabref.logic.importer.fileformat.medline,Journal,19,12,0,0,9,4,5,4,5,4
JabRef,org.jabref.logic.importer.fileformat.medline,DateCompleted,12,12,0,0,6,4,3,4,3,4
JabRef,org.jabref.logic.importer.fileformat.medline,ISSN,11,6,0,0,5,2,3,2,3,2
JabRef,org.jabref.logic.importer.fileformat.medline,Object,21,0,2,0,7,0,5,0,4,0
JabRef,org.jabref.logic.importer.fileformat.medline,JournalIssue,19,12,0,0,9,4,5,4,5,4
JabRef,org.jabref.logic.importer.fileformat.medline,MedlineJournalInfo,16,15,0,0,8,5,4,5,4,5
JabRef,org.jabref.logic.importer.fileformat.medline,Article,9,12,1,1,3,4,2,3,1,3
JabRef,org.jabref.logic.importer.fileformat.medline,GrantList,23,3,4,0,8,1,5,1,3,1
JabRef,org.jabref.logic.importer.fileformat.medline,ArticleIdList,5,9,1,1,1,3,1,2,0,2
JabRef,org.jabref.logic.importer.fileformat.medline,NormalDate,42,3,0,0,18,1,12,1,12,1
JabRef,org.jabref.logic.importer.fileformat.medline,PersonalNameSubject,22,9,0,0,10,3,6,3,6,3
JabRef,org.jabref.logic.importer.fileformat.medline,QualifierName,23,6,2,0,10,2,6,2,5,2
JabRef,org.jabref.logic.importer.fileformat.medline,OtherID,8,9,0,0,4,3,2,3,2,3
JabRef,org.jabref.logic.importer.fileformat.medline,PMID,11,6,0,0,5,2,3,2,3,2
JabRef,org.jabref.logic.importer.fileformat.medline,GeneralNote,16,6,2,0,7,2,4,2,3,2
JabRef,org.jabref.logic.importer.fileformat.medline,ObjectList,14,0,2,0,4,0,3,0,2,0
JabRef,org.jabref.logic.importer.fileformat.medline,AccessionNumberList,11,3,2,0,3,1,2,1,1,1
JabRef,org.jabref.logic.importer.fileformat.medline,CommentsCorrections,28,3,0,0,12,1,8,1,8,1
JabRef,org.jabref.logic.importer.fileformat.medline,Grant,28,3,0,0,12,1,8,1,8,1
JabRef,org.jabref.logic.importer.fileformat.medline,Chemical,11,6,0,0,5,2,3,2,3,2
JabRef,org.jabref.logic.importer.fileformat.medline,PubmedArticleSet,5,9,1,1,1,3,1,2,0,2
JabRef,org.jabref.logic.importer.fileformat.medline,DataBank,14,3,0,0,6,1,4,1,4,1
JabRef,org.jabref.logic.importer.fileformat.medline,LocationLabel,14,3,0,0,6,1,4,1,4,1
JabRef,org.jabref.logic.importer.fileformat.medline,SupplMeshList,11,3,2,0,3,1,2,1,1,1
JabRef,org.jabref.logic.importer.fileformat.medline,MedlineCitation,97,103,3,11,44,31,25,25,23,20
JabRef,org.jabref.logic.importer.fileformat.medline,AuthorList,29,9,5,1,11,3,7,2,4,2
JabRef,org.jabref.logic.importer.fileformat.medline,PubMedPubDate,7,3,0,0,3,1,2,1,2,1
JabRef,org.jabref.logic.importer.fileformat.medline,MedlineCitationSet,21,0,2,0,7,0,5,0,4,0
JabRef,org.jabref.logic.importer.fileformat.medline,GeneSymbolList,5,9,1,1,1,3,1,2,0,2
JabRef,org.jabref.logic.importer.fileformat.medline,Keyword,12,3,2,0,5,1,3,1,2,1
JabRef,org.jabref.logic.importer.fileformat.medline,AbstractText,14,3,0,0,6,1,4,1,4,1
JabRef,org.jabref.logic.importer.fileformat.medline,InvestigatorList,5,9,1,1,1,3,1,2,0,2
JabRef,org.jabref.logic.importer.fileformat.medline,OtherAbstract,37,3,4,0,14,1,9,1,7,1
JabRef,org.jabref.model.openoffice.style,CitationGroup,114,0,4,0,32,0,13,0,11,0
JabRef,org.jabref.model.openoffice.style,CitedKeys,156,0,14,0,37,0,16,0,9,0
JabRef,org.jabref.model.openoffice.style,Citation,95,59,1,1,26,23,15,10,14,10
JabRef,org.jabref.model.openoffice.style,CitationGroupId,9,0,0,0,4,0,2,0,2,0
JabRef,org.jabref.model.openoffice.style,CitationPath,9,0,0,0,4,0,1,0,1,0
JabRef,org.jabref.model.openoffice.style,CitationType,41,0,5,0,8,0,6,0,3,0
JabRef,org.jabref.model.openoffice.style,CompareCitedKey,55,0,10,0,14,0,7,0,2,0
JabRef,org.jabref.model.openoffice.style,PageInfo,2,64,3,13,1,15,3,7,0,2
JabRef,org.jabref.model.openoffice.style,CitedKey,142,0,6,0,38,0,20,0,17,0
JabRef,org.jabref.model.openoffice.style,CitationLookupResult,43,15,8,0,7,6,6,1,2,1
JabRef,org.jabref.model.openoffice.style,CompareCitation,26,0,2,0,7,0,3,0,2,0
JabRef,org.jabref.model.openoffice.style,NonUniqueCitationMarker,0,15,0,0,0,3,0,1,0,1
JabRef,org.jabref.model.openoffice.style,OODataModel,49,0,4,0,11,0,4,0,2,0
JabRef,org.jabref.model.openoffice.style,CitationGroups,477,0,40,0,108,0,42,0,22,0
JabRef,org.jabref.logic.bibtex.comparator,FieldComparator,3,279,1,39,2,63,1,27,0,8
JabRef,org.jabref.logic.bibtex.comparator,FieldComparator.FieldType,0,33,0,0,0,2,0,1,0,1
JabRef,org.jabref.logic.bibtex.comparator,BibStringDiff,93,140,12,16,18,29,16,8,5,5
JabRef,org.jabref.logic.bibtex.comparator,MetaDataDiff,215,6,25,1,34,2,17,1,4,1
JabRef,org.jabref.logic.bibtex.comparator,CrossRefEntryComparator,0,27,0,10,0,8,0,7,0,2
JabRef,org.jabref.logic.bibtex.comparator,IdComparator,0,9,0,0,0,2,0,2,0,2
JabRef,org.jabref.logic.bibtex.comparator,BibEntryDiff,0,15,0,0,0,6,0,3,0,3
JabRef,org.jabref.logic.bibtex.comparator,BibDatabaseDiff,29,251,7,23,7,51,7,16,0,8
JabRef,org.jabref.logic.bibtex.comparator,BibtexStringComparator,0,58,0,8,0,19,0,6,0,2
JabRef,org.jabref.logic.bibtex.comparator,GroupDiff,0,40,0,2,0,11,0,5,0,4
JabRef,org.jabref.logic.bibtex.comparator,EntryComparator,76,191,18,30,13,50,12,16,0,4
JabRef,org.jabref.logic.bibtex.comparator,PreambleDiff,25,64,5,7,5,13,8,4,3,3
JabRef,org.jabref.logic.bibtex.comparator,FieldComparatorStack,2,27,1,3,1,8,1,3,0,2
JabRef,org.jabref.gui.preferences.customimporter,CustomImporterTab,111,0,0,0,24,0,9,0,9,0
JabRef,org.jabref.gui.preferences.customimporter,CustomImporterTabViewModel,335,0,18,0,72,0,19,0,10,0
JabRef,org.jabref.gui.preferences.keybindings.presets,NewEntryBindingPreset,76,3,0,0,16,1,2,1,2,1
JabRef,org.jabref.gui.preferences.keybindings.presets,BashKeyBindingPreset,93,3,0,0,20,1,2,1,2,1
JabRef,org.jabref.logic.formatter.casechanger,Title,0,61,0,4,0,12,0,7,0,5
JabRef,org.jabref.logic.formatter.casechanger,UpperCaseFormatter,0,30,0,0,0,8,0,6,0,6
JabRef,org.jabref.logic.formatter.casechanger,LowerCaseFormatter,0,30,0,0,0,8,0,6,0,6
JabRef,org.jabref.logic.formatter.casechanger,UnprotectTermsFormatter,0,65,1,11,0,22,1,11,0,6
JabRef,org.jabref.logic.formatter.casechanger,TitleParser,0,150,0,16,0,34,0,13,0,5
JabRef,org.jabref.logic.formatter.casechanger,TitleCaseFormatter,0,83,0,4,0,18,0,9,0,7
JabRef,org.jabref.logic.formatter.casechanger,SentenceCaseFormatter,0,42,0,0,0,14,0,7,0,7
JabRef,org.jabref.logic.formatter.casechanger,CapitalizeFormatter,0,30,0,0,0,8,0,6,0,6
JabRef,org.jabref.logic.formatter.casechanger,ProtectTermsFormatter,0,62,0,4,0,17,0,9,0,7
JabRef,org.jabref.logic.formatter.casechanger,Word,5,373,1,17,1,32,1,19,0,11
JabRef,org.jabref.gui.groups,GroupTreeViewModel,533,253,33,11,108,51,46,11,26,9
JabRef,org.jabref.gui.groups,GroupsPreferences,44,32,0,0,14,8,10,3,10,3
JabRef,org.jabref.gui.groups,UndoableAddOrRemoveGroup,188,0,22,0,49,0,19,0,5,0
JabRef,org.jabref.gui.groups,UndoableModifySubtree,97,0,4,0,24,0,6,0,4,0
JabRef,org.jabref.gui.groups,GroupDialogViewModel,787,570,62,18,172,106,80,17,42,15
JabRef,org.jabref.gui.groups,GroupDialogHeader,0,15,0,0,0,2,0,1,0,1
JabRef,org.jabref.gui.groups,UndoableMoveGroup,96,0,0,0,19,0,4,0,4,0
JabRef,org.jabref.gui.groups,MoveGroupChange,27,0,0,0,10,0,5,0,5,0
JabRef,org.jabref.gui.groups,GroupDescriptions,241,0,13,0,45,0,12,0,4,0
JabRef,org.jabref.gui.groups,GroupDialogView,650,0,18,0,115,0,21,0,12,0
JabRef,org.jabref.gui.groups,GroupViewMode,0,15,0,0,0,1,0,1,0,1
JabRef,org.jabref.gui.groups,GroupNodeViewModel,211,436,26,34,41,90,44,32,24,21
JabRef,org.jabref.gui.groups,GroupTreeView,1243,0,68,0,262,0,76,0,42,0
JabRef,org.jabref.gui.groups,GroupDialogView.IkonliCell,90,0,4,0,18,0,5,0,3,0
JabRef,org.jabref.gui.groups,GroupTreeNodeViewModel,385,0,54,0,80,0,53,0,26,0
JabRef,org.jabref.gui.groups,GroupTreeView.DragExpansionHandler,46,0,6,0,10,0,4,0,1,0
JabRef,org.jabref.gui.groups,UndoableChangeEntriesOfGroup,38,0,4,0,10,0,3,0,1,0
JabRef,org.jabref.gui.groups,GroupModeViewModel,51,0,8,0,13,0,7,0,3,0
JabRef,org.jabref.gui.util.uithreadaware,UiThreadObservableList,176,0,0,0,43,0,34,0,34,0
JabRef,org.jabref.gui.util.uithreadaware,UiThreadListChangeListener,25,0,0,0,7,0,5,0,5,0
JabRef,org.jabref.gui.util.uithreadaware,UiThreadBinding,52,0,0,0,18,0,10,0,10,0
JabRef,org.jabref.gui.util.uithreadaware,UiThreadHelper,11,0,2,0,5,0,3,0,2,0
JabRef,org.jabref.gui.util.uithreadaware,UiThreadInvalidationListener,25,0,0,0,7,0,5,0,5,0
JabRef,org.jabref.gui.util.uithreadaware,UiThreadChangeListener,29,0,0,0,7,0,5,0,5,0
JabRef,org.jabref.gui.util.uithreadaware,UiThreadStringProperty,63,0,0,0,21,0,12,0,12,0
JabRef,org.jabref.logic.shared.security,Password,20,67,0,0,2,13,1,4,1,4
JabRef,org.jabref.model.entry.field,IEEEField,2,155,0,0,1,22,1,6,1,6
JabRef,org.jabref.model.entry.field,SpecialField,21,208,2,2,4,23,5,9,4,8
JabRef,org.jabref.model.entry.field,OrFields,30,27,2,0,6,10,3,4,2,4
JabRef,org.jabref.model.entry.field,FieldFactory,89,268,10,4,7,53,11,22,6,20
JabRef,org.jabref.model.entry.field,SpecialFieldValue,41,134,12,0,14,22,12,4,2,4
JabRef,org.jabref.model.entry.field,InternalField,15,97,0,2,5,20,2,7,2,6
JabRef,org.jabref.model.entry.field,Field,4,9,0,0,2,2,2,2,2,2
JabRef,org.jabref.model.entry.field,FieldProperty,0,135,0,0,0,22,0,1,0,1
JabRef,org.jabref.model.entry.field,StandardField,2,1192,0,2,1,157,1,11,1,10
JabRef,org.jabref.model.entry.field,FieldPriority,0,15,0,0,0,3,0,1,0,1
JabRef,org.jabref.model.entry.field,UnknownField,7,41,1,3,3,11,3,6,2,5
JabRef,org.jabref.model.entry.field,BibField,19,42,2,2,5,11,4,5,2,5
JabRef,org.jabref.gui.remote,JabRefMessageHandler,52,0,4,0,13,0,6,0,4,0
JabRef,org.jabref.gui.dialogs,AutosaveUiManager,27,0,0,0,9,0,3,0,3,0
JabRef,org.jabref.gui.dialogs,BackupUIManager,59,0,2,0,14,0,3,0,2,0
JabRef,org.jabref.logic.shared.listener,PostgresSQLNotificationListener,63,0,8,0,20,0,8,0,4,0
JabRef,org.jabref.logic.shared.listener,OracleNotificationListener,10,0,0,0,5,0,2,0,2,0
JabRef,org.jabref.logic.pdf.search.indexing,IndexingTaskManager,330,0,16,0,70,0,30,0,22,0
JabRef,org.jabref.logic.pdf.search.indexing,DocumentReader,27,240,3,13,8,53,3,18,0,13
JabRef,org.jabref.logic.pdf.search.indexing,PdfIndexer,139,203,14,14,31,49,13,15,4,10
JabRef,org.jabref.logic.shared,DBMSType,0,90,0,0,0,15,0,8,0,8
JabRef,org.jabref.logic.shared,MySQLProcessor,26,0,0,0,7,0,3,0,3,0
JabRef,org.jabref.logic.shared,PostgreSQLProcessor,180,0,8,0,49,0,11,0,7,0
JabRef,org.jabref.logic.shared,DatabaseNotSupportedException,4,0,0,0,2,0,1,0,1,0
JabRef,org.jabref.logic.shared,DBMSConnectionProperties,275,110,38,8,48,29,41,5,18,5
JabRef,org.jabref.logic.shared,DatabaseLocation,0,15,0,0,0,3,0,1,0,1
JabRef,org.jabref.logic.shared,DBMSProcessor,1462,0,80,0,358,0,70,0,30,0
JabRef,org.jabref.logic.shared,DBMSSynchronizer,631,0,72,0,175,0,66,0,30,0
JabRef,org.jabref.logic.shared,DBMSConnection,31,57,1,3,8,15,3,4,2,3
JabRef,org.jabref.logic.shared,DBMSConnectionPropertiesBuilder,10,82,1,1,3,23,2,11,1,11
JabRef,org.jabref.logic.shared,OracleProcessor,348,0,12,0,82,0,15,0,9,0
JabRef,org.jabref.gui.cleanup,CleanupAction,304,0,26,0,67,0,22,0,9,0
JabRef,org.jabref.gui.cleanup,CleanupDialog,52,0,2,0,11,0,3,0,2,0
JabRef,org.jabref.gui.cleanup,CleanupPresetPanel,400,0,40,0,83,0,28,0,8,0
JabRef,org.jabref.gui.maintable,OpenFolderAction,106,0,6,0,25,0,9,0,6,0
JabRef,org.jabref.gui.maintable,PersistenceVisualStateTable,63,0,0,0,16,0,7,0,7,0
JabRef,org.jabref.gui.maintable,AbstractPersistenceVisualStateTable,57,0,0,0,10,0,7,0,7,0
JabRef,org.jabref.gui.maintable,MainTablePreferences,21,0,0,0,8,0,4,0,4,0
JabRef,org.jabref.gui.maintable,MainTableColumnModel.Type,3,147,0,4,1,24,1,7,1,5
JabRef,org.jabref.gui.maintable,OpenUrlAction,132,0,14,0,34,0,10,0,3,0
JabRef,org.jabref.gui.maintable,OpenExternalFileAction,157,0,12,0,38,0,10,0,4,0
JabRef,org.jabref.gui.maintable,MainTableColumnFactory,432,0,18,0,101,0,31,0,19,0
JabRef,org.jabref.gui.maintable,MainTableNameFormatPreferences.AbbreviationStyle,21,0,0,0,2,0,1,0,1,0
JabRef,org.jabref.gui.maintable,CellFactory,206,0,4,0,45,0,4,0,2,0
JabRef,org.jabref.gui.maintable,MainTableDataModel,188,0,12,0,35,0,18,0,12,0
JabRef,org.jabref.gui.maintable,MainTableNameFormatPreferences.DisplayStyle,27,0,0,0,2,0,1,0,1,0
JabRef,org.jabref.gui.maintable,MainTableColumnModel,90,162,16,10,16,37,15,14,6,10
JabRef,org.jabref.gui.maintable,SearchShortScienceAction,74,0,2,0,20,0,5,0,4,0
JabRef,org.jabref.gui.maintable,ColumnPreferences,15,0,0,0,6,0,3,0,3,0
JabRef,org.jabref.gui.maintable,SmartConstrainedResizePolicy,239,0,10,0,48,0,13,0,8,0
JabRef,org.jabref.gui.maintable,MainTableNameFormatPreferences,15,0,0,0,6,0,3,0,3,0
JabRef,org.jabref.gui.maintable,MainTable,744,0,46,0,200,0,64,0,37,0
JabRef,org.jabref.gui.maintable,RightClickMenu,493,0,2,0,43,0,4,0,3,0
JabRef,org.jabref.gui.maintable,BibEntryTableViewModel,252,0,4,0,50,0,23,0,21,0
JabRef,org.jabref.gui.maintable,MainTableFieldValueFormatter,129,0,26,0,27,0,17,0,3,0
JabRef,org.jabref.gui.specialfields,SpecialFieldAction,272,0,32,0,46,0,21,0,5,0
